"","id","name","type","address","street_one","street_two","city","state","zip_code","location_description","date_from","date_to","open_time1","close_time1","open_time2","close_time2","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","SNAP","WIC","FMNP","fresh_produce.healthy","MRFEI_score","latitude","longitude"
"1036",NA,"WALGREENS 09345",NA,"10707 Frankstown Rd NA",NA,NA,"Pittsburgh","PA",15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.460594,-79.84214
"1037",NA,"Sheetz 379",NA,"9002 University Blvd NA",NA,NA,"Moon Township","PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.503254,-80.222305
"1038",NA,"CASTLE SHANNON SHOP N SAVE",NA,"799 Castle Shannon Blvd NA",NA,NA,"Pittsburgh","PA",15234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.368637,-80.028931
"1039",NA,"IMPERIAL SHOP N SAVE",NA,"600 Market Place Dr NA",NA,NA,"Oakdale","PA",15071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.440285,-80.239944
"1040",NA,"Walmart 3838",NA,"2010 Village Center Dr NA",NA,NA,"Tarentum","PA",15084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.562939,-79.803284
"1041",NA,"KUHNS MARKET",NA,"4801 McKnight Rd NA",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.528229,-80.007042
"1042",NA,"Kiev International Food",NA,"4223 Murray Ave NA",NA,NA,"Pittsburgh","PA",15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.422482,-79.928818
"1043",NA,"Century Square Shop N Save",NA,"2381 Mountain View Dr NA",NA,NA,"West Mifflin","PA",15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.346218,-79.943558
"1044",NA,"Dollar Tree 0203",NA,"1155 Washington Pike Ste 49",NA,NA,"Bridgeville","PA",15017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.368584,-80.102608
"1045",NA,"DOLLAR TREE 1275",NA,"110 Walmart Dr NA",NA,NA,"N Versailles","PA",15137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.385948,-79.822449
"1046",NA,"GLENSHAW SHOP N SAVE",NA,"917 Butler St NA",NA,NA,"Pittsburgh","PA",15223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.511703,-79.948013
"1047",NA,"Sheetz 376",NA,"1000 Clairton Blvd NA",NA,NA,"Pittsburgh","PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.320313,-79.941917
"1048",NA,"Noblestown Rd. Shop N Save",NA,"2103 Noblestown Rd NA",NA,NA,"Pittsburgh","PA",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.432098,-80.052467
"1049",NA,"SALIMS MIDDLE EASTERN FOODS",NA,"4705 Centre Ave NA",NA,NA,"Pittsburgh","PA",15213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.452717,-79.949356
"1050",NA,"TARGET STORES 2077",NA,"288 Mt Nebo Pointe Rd NA",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.535103,-80.067467
"1051",NA,"Mish Farms Meat Market Inc.",NA,"80 Oak Rd NA",NA,NA,"Gibsonia","PA",15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.622093,-79.900826
"1052",NA,"Heidelberg Shop N Save",NA,"2100 Washington Pike NA",NA,NA,"Carnegie","PA",15106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.386105,-80.092674
"1053",NA,"New Youngs Oriental Market",NA,"5813 Forward Ave NA",NA,NA,"Pittsburgh","PA",15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.429745,-79.923035
"1054",NA,"HAPPY MINI MART",NA,"512 E Pittsburgh McKeesport Blvd NA",NA,NA,"N Versailles","PA",15137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.36937,-79.830437
"1055",NA,"European Mkt and Grill",NA,"4140 Saw Mill Run Blvd NA",NA,NA,"Pittsburgh","PA",15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.366405,-79.984512
"1056",NA,"Getgo 3106",NA,"408 Penn Ave NA",NA,NA,"Wilkinsburg","PA",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.44521,-79.889519
"1057",NA,"CVS PHARMACY INC 4369",NA,"4610 Centre Ave NA",NA,NA,"Pittsburgh","PA",15213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.451984,-79.951614
"1058",NA,"Dollar General 10426",NA,"995 Greensburg Pike NA",NA,NA,"E Pittsburgh","PA",15112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.416763,-79.839432
"1059",NA,"CoGo's 811",NA,"314 Scenery Dr NA",NA,NA,"Elizabeth","PA",15037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.277592,-79.837364
"1060",NA,"CoGo's 820",NA,"2880 Brownsville Rd NA",NA,NA,"South Park","PA",15129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.289303,-79.996994
"1061",NA,"CoGo's 329",NA,"1050 Brinton Rd NA",NA,NA,"Pittsburgh","PA",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.426346,-79.871681
"1062",NA,"WALGREENS 09674",NA,"133 W 8th Ave NA",NA,NA,"Homestead","PA",15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.405575,-79.912804
"1063",NA,"WALGREENS 09281",NA,"5956 Penn Cir S Ste 1",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.459324,-79.926811
"1064",NA,"R&M VARIETY STORE",NA,"1739 Pennsylvania Ave NA",NA,NA,"West Mifflin","PA",15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.362057,-79.861015
"1065",NA,"Walgreens 9675",NA,"6201 Saltsburg Rd NA",NA,NA,"Pittsburgh","PA",15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.48502,-79.817833
"1066",NA,"DOLLAR TREE 0228",NA,"1360 Park Manor Blvd NA",NA,NA,"Pittsburgh","PA",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.451958,-80.163704
"1067",NA,"Olympia Shop N Save",NA,"4313 Walnut St NA",NA,NA,"McKeesport","PA",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.321171,-79.836456
"1068",NA,"Aldi 56",NA,"2348 Ardmore Blvd NA",NA,NA,"Pittsburgh","PA",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.416534,-79.848167
"1069",NA,"Quick Stop",NA,"3349 Liberty Ave NA",NA,NA,"Pittsburgh","PA",15201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.461678,-79.966484
"1070",NA,"Trader Joe's 638",NA,"6343 Penn Ave NA",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.458904,-79.919426
"1071",NA,"Target 2201",NA,"4801 McKnight Rd Ste 3",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.528229,-80.007042
"1072",NA,"Gordon Food Service Store LLC",NA,"510 Clairton Blvd NA",NA,NA,"Pittsburgh","PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.333809,-79.946472
"1073",NA,"Gordon Food Service Store LLC",NA,"3620 William Penn Hwy NA",NA,NA,"Monroeville","PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.432182,-79.801254
"1074",NA,"RITE AID 3412",NA,"1800 Morningside Ave NA",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.486668,-79.926949
"1075",NA,"Wilkinsburg Save A Lot",NA,"725 Ross Ave NA",NA,NA,"Wilkinsburg","PA",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.442696,-79.88443
"1076",NA,"WALGREENS 09803",NA,"324 Hulton Rd NA",NA,NA,"Oakmont","PA",15139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.525734,-79.841568
"1077",NA,"South Park Sunoco",NA,"5660 Brownsville Rd NA",NA,NA,"Pittsburgh","PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.330959,-79.987129
"1078",NA,"Dollar General 10875",NA,"5032 William Penn Hwy NA",NA,NA,"Monroeville","PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.428741,-79.707176
"1079",NA,"North Versailles Save A Lot",NA,"355 Lincoln Hwy NA",NA,NA,"N Versailles","PA",15137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.381916,-79.818733
"1080",NA,"CoGo's 1808",NA,"1001 Brookline Blvd NA",NA,NA,"Pittsburgh","PA",15226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.392017,-80.01741
"1081",NA,"Sunoco - A Plus 7501 7501",NA,"30 Center St NA",NA,NA,"East Pittsburgh","PA",15112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.396324,-79.846573
"1082",NA,"Giant Eagle 5103",NA,"2611 Freeport Rd NA",NA,NA,"Pittsburgh","PA",15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.537529,-79.836693
"1083",NA,"Rite Aid 4419",NA,"1529 Freeport Rd NA",NA,NA,"Natrona Heights","PA",15065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.62067,-79.729126
"1084",NA,"A & E Deli",NA,"105 Brownsville Rd NA",NA,NA,"Pittsburgh","PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.417347,-79.986526
"1085",NA,"Strip District Meats",NA,"2121 Penn Ave NA",NA,NA,"Pittsburgh","PA",15222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.452065,-79.98262
"1086",NA,"Ednas Market & Deli",NA,"529 Mount Pleasant Rd NA",NA,NA,"Pittsburgh","PA",15214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.47776,-80.000168
"1087",NA,"Target Stores 2262",NA,"550 Grandview Crossing Dr NA",NA,NA,"Gibsonia","PA",15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.641586,-79.939644
"1088",NA,"Stanton Negley Drug Company",NA,"804 N Negley Ave NA",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.471687,-79.926163
"1089",NA,"Broadway Dairy Mart",NA,"412 Broadway Ave NA",NA,NA,"McKees Rocks","PA",15136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.469074,-80.068832
"1090",NA,"GetGo 3172",NA,"1081 Freeport Rd NA",NA,NA,"Pittsburgh","PA",15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.487457,-79.883537
"1091",NA,"GetGo 3691",NA,"4099 Grandview Dr NA",NA,NA,"Gibsonia","PA",15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.642239,-79.937866
"1092",NA,"Walgreens 09043",NA,"1701 William Flynn Hwy NA",NA,NA,"Glenshaw","PA",15116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.538826,-79.962555
"1093",NA,"Rite Aid 7924",NA,"2270 Noblestown Rd NA",NA,NA,"Pittsburgh","PA",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.428047,-80.053696
"1094",NA,"Penn Aiken Dairy",NA,"5401 Penn Ave NA",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.464718,-79.936203
"1095",NA,"Blue Eagle Market",NA,"726 Broadway Ave NA",NA,NA,"MC Kees Rocks","PA",15136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.472816,-80.074203
"1096",NA,"Walgreens 09736",NA,"4885 McKnight Rd Ste 7",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.529381,-80.008751
"1097",NA,"Walgreens 10282",NA,"30 Pine Creek Rd NA",NA,NA,"Wexford","PA",15090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.586784,-80.043983
"1098",NA,"Gordon Food Service Store LLC MP 136",NA,"1 Urbano Way NA",NA,NA,"Pittsburgh","PA",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.457901,-80.166237
"1099",NA,"Aldi 69",NA,"8000 McKnight Rd NA",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.550568,-80.01918
"1100",NA,"In & Out Corner Market",NA,"300 Helen St NA",NA,NA,"MC Kees Rocks","PA",15136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.473999,-80.057259
"1101",NA,"GIBSONIA GIANT EAGLE",NA,"400 Northtowne Sq NA",NA,NA,"Gibsonia","PA",15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.635731,-79.941368
"1102",NA,"Walmart 3738",NA,"100 Highlands Mall NA",NA,NA,"Natrona Heights","PA",15065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.646206,-79.712196
"1103",NA,"Unimart",NA,"748 Brownsville Rd NA",NA,NA,"Pittsburgh","PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.408554,-79.991226
"1104",NA,"Target Stores 2385",NA,"2661 Freeport Rd NA",NA,NA,"Pittsburgh","PA",15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.537399,-79.837234
"1105",NA,"Dollar Tree 236",NA,"240 Mount Nebo Pointe Rd NA",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.535011,-80.064651
"1106",NA,"Dollar Tree 1831",NA,"400 Walmart Dr # B1",NA,NA,"Gibsonia","PA",15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.62225,-79.944115
"1107",NA,"Kuhn s Market",NA,"700 Beulah Rd NA",NA,NA,"Turtle Creek","PA",15145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.426727,-79.835388
"1108",NA,"Dollar Tree 218",NA,"1099 Mountain View Dr NA",NA,NA,"West Mifflin","PA",15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3461,-79.946579
"1109",NA,"Dollar Tree 3810",NA,"28 Highlands Mall NA",NA,NA,"Natrona Heights","PA",15065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.646248,-79.71022
"1110",NA,"Walgreens 10917",NA,"6906 University Blvd NA",NA,NA,"Coraopolis","PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.517277,-80.220886
"1111",NA,"New Big Toms Corner Store",NA,"1300 Woodland Ave NA",NA,NA,"Pittsburgh","PA",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.469124,-80.030113
"1112",NA,"BP Food Mart",NA,"231 5th Ave NA",NA,NA,"McKeesport","PA",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.350956,-79.865456
"1113",NA,"Dollar Tree 4019",NA,"100 Allegheny River Blvd NA",NA,NA,"Verona","PA",15147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.50045,-79.843262
"1114",NA,"Bailie Food Mart",NA,"2316 Bailey Ave NA",NA,NA,"McKeesport","PA",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.341465,-79.849228
"1115",NA,"Walgreens 09950",NA,"2055 Washington Pke NA",NA,NA,"Carnegie","PA",15106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.387852,-80.090454
"1116",NA,"Kolos International Food Store",NA,"114 E Main St NA",NA,NA,"Carnegie","PA",15106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.407578,-80.086418
"1117",NA,"Sunoco 7485",NA,"4779 Liberty Ave NA",NA,NA,"Pittsburgh","PA",15224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.460827,-79.947472
"1118",NA,"Sunoco 7508",NA,"1001 Washington Pike NA",NA,NA,"Bridgeville","PA",15017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.366184,-80.106964
"1119",NA,"Sunoco 7517",NA,"3299 Saw Mill Run Blvd NA",NA,NA,"Pittsburgh","PA",15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.375759,-79.983582
"1120",NA,"Fa s Market",NA,"623 Jones Ave NA",NA,NA,"Braddock","PA",15104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.403996,-79.862175
"1121",NA,"Sam's Club 4952",NA,"2000 Village Center Dr NA",NA,NA,"Tarentum","PA",15084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.566074,-79.802132
"1122",NA,"Sam's Club 6575",NA,"249 Summit Park Dr NA",NA,NA,"Pittsburgh","PA",15275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.448364,-80.177429
"1123",NA,"Sam's Club 6677",NA,"3621 William Penn Hwy NA",NA,NA,"Monroeville","PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.432884,-79.799576
"1124",NA,"Sam's Club 6678",NA,"289 Nebo Point Dr NA",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.535046,-80.067459
"1125",NA,"Sam's Club 6679",NA,"2251 Century Dr NA",NA,NA,"West Mifflin","PA",15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.344086,-79.94738
"1126",NA,"Giant Eagle 43",NA,"155 Towne Centre Dr NA",NA,NA,"Wexford","PA",15090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.631577,-80.05455
"1127",NA,"Walgreens 10345",NA,"7628 Penn Ave NA",NA,NA,"Pittsburgh","PA",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.447014,-79.894867
"1128",NA,"Trail View",NA,"209 Industry Rd NA",NA,NA,"Buena Vista","PA",15018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.272404,-79.79776
"1129",NA,"Aldi 73",NA,"114 McKees Rocks Plz NA",NA,NA,"MC Kees Rocks","PA",15136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.464664,-80.057556
"1130",NA,"Market Outlet",NA,"1809 Penn Ave NA",NA,NA,"Pittsburgh","PA",15222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.450592,-79.984711
"1131",NA,"Dollar General 11536",NA,"620 7th St NA",NA,NA,"Clairton","PA",15025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.293056,-79.888832
"1132",NA,"Dollar Tree 4084",NA,"1712 Mount Royal Blvd NA",NA,NA,"Glenshaw","PA",15116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.524982,-79.962189
"1133",NA,"Family Dollar 1982",NA,"6320 Shakespeare St NA",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.459026,-79.920929
"1134",NA,"Family Dollar 2467",NA,"1868 Homeville Rd NA",NA,NA,"West Mifflin","PA",15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.393948,-79.88868
"1135",NA,"Frankstown Shell",NA,"6701 Frankstown Ave NA",NA,NA,"Pittsburgh","PA",15208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.458607,-79.907608
"1136",NA,"Walgreens 09187",NA,"1741 Washington Rd NA",NA,NA,"Pittsburgh","PA",15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.347286,-80.05442
"1137",NA,"Walgreens 09188",NA,"4 Old Clairton Rd NA",NA,NA,"Pittsburgh","PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.340656,-79.964645
"1138",NA,"Homestead Food Mart",NA,"238 E 8th Ave NA",NA,NA,"Homestead","PA",15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.407314,-79.910217
"1139",NA,"7-Eleven 188",NA,"321 Camp Hollow Rd NA",NA,NA,"West Mifflin","PA",15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.349525,-79.92704
"1140",NA,"Target Stores 1270",NA,"1717 Lebanon Church Rd NA",NA,NA,"Pittsburgh","PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.34779,-79.95163
"1141",NA,"Family Dollar 4675",NA,"27 Duquesne Blvd NA",NA,NA,"Duquesne","PA",15110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.373367,-79.84465
"1142",NA,"Family Dollar 4774",NA,"533 Miller Ave NA",NA,NA,"Clairton","PA",15025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.293968,-79.883018
"1143",NA,"Family Dollar 4962",NA,"1768 Golden Mile Hwy NA",NA,NA,"Monroeville","PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.443695,-79.713478
"1144",NA,"Family Dollar 5224",NA,"340 Curry Hollow Rd A",NA,NA,"Pittsburgh","PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.335934,-79.974571
"1145",NA,"Family Dollar 5250",NA,"2020 Wharton St NA",NA,NA,"Pittsburgh","PA",15203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.430344,-79.977142
"1146",NA,"Family Dollar 5275",NA,"450 56th St B",NA,NA,"Pittsburgh","PA",15201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.483925,-79.947632
